Time (s),X (m),Y (m),Z (m),q1 (norm),q2 (i),q3 (j),q4 (k)
1735693565.0, 3647094.796434261, 3136152.6949149664, 4440508.108991776, 0.643284986088221, 0.44134626046482056,0.01435229991204997,0.6254533687929346
1735693566.0, 3648707.498758143, 3130272.081494137, 4444744.327857133, 0.6432645162715355, 0.44093656058196967,0.013943609078522993,0.6257725524613202
1735693567.0, 3650314.1806410863, 3124386.8043761766, 4448974.234335893, 0.6432437316134954, 0.4405267076671706,0.01353497952708068,0.6260914676794999
1735693568.0, 3651914.841403511, 3118496.874711955, 4453197.8251916785, 0.6432226322967082, 0.4401167018390059,0.013126411267854443,0.6264101143746615
1735693569.0, 3653509.4803735665, 3112602.303646533, 4457415.097196088, 0.6432012184204252, 0.43970654324366953,0.012717904374409846,0.626728492538441
1735693570.0, 3655098.0968857002, 3106703.1023208085, 4461626.047128679, 0.6431794901559426, 0.43929623199786005,0.012309458860132601,0.6270466021100782
1735693571.0, 3656680.690281981, 3100799.28186998, 4465830.671776957, 0.6431574476234606, 0.4388857682444429,0.011901074786654132,0.6273644430615136
1735693572.0, 3658257.2599111088, 3094890.853424677, 4470028.967936353, 0.6431350909675496, 0.43847515210951454,0.011492752188487259,0.6276820153515901
1735693573.0, 3659827.805128849, 3088977.828110447, 4474220.932410214, 0.6431124203231251, 0.4380643837255889,0.011084491110871455,0.62799931894395
1735693574.0, 3661392.3252978465, 3083060.2170479624, 4478406.562009783, 0.6430894358385756, 0.43765346322148574,0.01067629158984171,0.6283163537907882
1735693575.0, 3662950.819787962, 3077138.0313526113, 4482585.853554192, 0.6430661376413711, 0.4372423907327491,0.010268153677115881,0.62863311986037
1735693576.0, 3664503.2879756526, 3071211.282135229, 4486758.803870432, 0.6430425258809245, 0.43683116638564323,0.009860077406052723,0.6289496171048884
1735693577.0, 3666049.729244658, 3065279.9805012634, 4490925.409793348, 0.6430186006873329, 0.4364197903127761,0.009452062824597299,0.6292658454912492
1735693578.0, 3667590.1429853747, 3059344.137551507, 4495085.668165621, 0.6429943622025613, 0.4360082626433989,0.009044109972551609,0.6295818049762959
1735693579.0, 3669124.5285952003, 3053403.7643816913, 4499239.575837752, 0.6429698105678482, 0.43559658351084546,0.008636218894326073,0.6298974955143367
1735693580.0, 3670652.885478518, 3047458.8720824826, 4503387.129668036, 0.6429449459063323, 0.435184753043164,0.008228389636545558,0.6302129170814043
1735693581.0, 3672175.2130462546, 3041509.471740009, 4507528.326522557, 0.6429197683787116, 0.434772771370841,0.007820622233086343,0.6305280696132961
1735693582.0, 3673691.510716734, 3035555.5744348266, 4511663.163275176, 0.6428942781051757, 0.43436063862675267,0.007412916736967135,0.6308429530848667
1735693583.0, 3675201.777914801, 3029597.1912429533, 4515791.636807495, 0.6428684752295976, 0.4339483549385725,0.00700527318641486,0.6311575674502071
1735693584.0, 3676706.0140721584, 3023634.3332354724, 4519913.7440088615, 0.642842359898823, 0.4335359204331078,0.00659769161775308,0.6314719126606085
1735693585.0, 3678204.2186276093, 3017667.011478212, 4524029.481776338, 0.6428159322350654, 0.43312333524558916,0.006190172085991726,0.6317859886860793
1735693586.0, 3679696.3910265374, 3011695.2370323786, 4528138.847014694, 0.6427891923794625, 0.43271059950655794,0.005782714633859815,0.6320997954803473
1735693587.0, 3681182.530721143, 3005719.020954247, 4532241.836636384, 0.6427621404861096, 0.432297713338655,0.00537531929102645,0.6324133329891174
1735693588.0, 3682662.637170789, 2999738.37429475, 4536338.447561532, 0.6427347766570595, 0.4318846768795718,0.00496798612353362,0.6327266012000003
1735693589.0, 3684136.709840949, 2993753.308100734, 4540428.676717924, 0.6427071010830976, 0.43147149024699744,0.004560715141639998,0.6330396000241951
1735693590.0, 3685604.7482049176, 2987763.833412876, 4544512.521040973, 0.6426791138397522, 0.43105815358650373,0.0041535064302449095,0.6333523294700026
1735693591.0, 3687066.7517415714, 2981769.9612684017, 4548589.977473722, 0.6426508151117719, 0.43064466701262893,0.003746359999243,0.633664789456155
1735693592.0, 3688522.7199374945, 2975771.7026984813, 4552661.042966815, 0.6426222050146724, 0.4302310306622426,0.00333927590896355,0.6339769799557304
1735693593.0, 3689972.6522856024, 2969769.0687299045, 4556725.714478486, 0.6425932836903919, 0.4298172446618578,0.0029322541988682127,0.6342889009218129
1735693594.0, 3691416.5482856436, 2963762.0703844572, 4560783.9889745405, 0.642564051270344, 0.429403309142512,0.002525294917336105,0.6346005523146694
1735693595.0, 3692854.4074440217, 2957750.718679134, 4564835.863428342, 0.6425345079036974, 0.42898922422991226,0.0021183981004715565,0.6349119340798844
1735693596.0, 3694286.229274113, 2951735.0246257316, 4568881.334820794, 0.6425046537128439, 0.4285749900543707,0.0017115637997826667,0.6352230461866083
1735693597.0, 3695712.013295678, 2945714.9992315792, 4572920.400140322, 0.6424744888466016, 0.428160606745073,0.0013047920553657295,0.6355338885776912
